n_por_grupo,d,p_bf3,p_bf6,p_bf10,p_nulo
116,0.8,0.999784750018224,,0.9988430915945151,1.0310059055952044e-06
116,1.0,0.9999997585600403,0.9999989747703233,,1.8353620351564855e-10
118,0.0,0.01134912429645247,0.005049975444216049,0.002805264875790016,0.8195406377033381
118,0.5,0.9001580437755088,0.8424153193644013,0.7926297916385531,0.006318227338665022
118,0.65,0.9923804504586379,0.9840961048609476,0.9748045872770713,0.00013432425464102282
118,0.8,0.9998220590003983,,,8.185217751167342e-07
118,1.0,,0.9999992536428373,,1.2500055227923835e-10
120,0.0,0.011272005467399327,0.005018721479907557,0.0027890197007788267,0.8213864393811092
120,0.5,0.9053491314846495,0.8496822945534085,0.8013584254557176,0.005858246917858601
120,0.65,0.9931802080102314,0.9856377985159408,0.9771058608508926,0.0001165099180609814
120,0.8,0.9998530147650273,,0.9991784464509696,6.495261796994843e-07
120,1.0,0.9999998759239856,,0.9999985827951439,8.507870365211244e-11
122,0.0,0.011196381597414722,0.004988016553329445,0.00277303855116972,0.8231815067687684
122,0.5,0.9102994826973392,0.8566658336260341,0.8097922089492892,0.005430616827572649
122,0.65,0.9938993161135912,0.9870379209368572,0.9792105108306002,0.00010102490306777535
122,0.8,0.9998786771037843,,,5.151865938532565e-07
122,1.0,,,,5.787013307654634e-11
124,0.0,0.011122204949446485,0.004957845030999195,0.0027573146521261698,0.8249280885833703
124,0.5,0.9150181505693751,0.8633734754704271,0.8179363873316305,0.005033168169857184
124,0.65,0.9945454915255074,0.9883085282640757,0.9811337729587691,8.756969544694447e-05
124,0.8,0.9998999333013968,,0.9994187383373953,4.0844904510922173e-07
124,1.0,0.9999999365026028,0.9999997140851701,0.999999238014506,3.933856283241047e-11
126,0.0,0.011049429901182909,0.004928191881298148,0.002741841452894475,0.8266282970029499
126,0.5,0.9195140064855757,0.8698128148632901,0.8257964529905172,0.004663867121076045
126,0.65,0.9951257652240734,0.9894607633773589,0.9828898836425941,7.58825195547793e-05
126,0.8,0.9999175253880956,0.9997563149948242,,3.236834330032867e-07
126,1.0,0.999999954644061,,,2.6725040731377127e-11
128,0.0,0.01097801282579838,0.004899042646166455,0.00272661261727032,0.828284118129839
128,0.5,0.9237957300825209,0.8759914776413256,0.8333781137085611,0.004320807595395378
128,0.65,0.9956465366529157,0.9905049112008505,0.9844921238662778,6.573470307297887e-05
128,0.8,0.9999320732465807,,0.9995902024509531,2.5639879812341156e-07
128,1.0,0.999999967634158,,0.9999995922924845,1.8145102170675546e-11
130,0.0,0.010907911980825302,0.004870383414295749,0.0027116220160620977,0.829897421490777
130,0.5,0.9278718008208678,0.8819170978032858,0.8406872626557134,0.004002204181559432
130,0.65,0.9961136245508719,0.991450452453896,0.9859528640281555,5.692659225035667e-05
130,0.8,0.9999440941731376,0.9998311213844487,,2.0301492283582403e-07
130,1.0,,,0.9999997022958365,1.231251291330995e-11
132,0.0,0.010839087404505164,0.004842200795739303,0.002696863719921627,0.8314699686768823
132,0.5,0.931750490993025,0.8875972964626827,0.8477299500773823,0.0037063853603843465
132,0.65,0.996532314459534,0.9923061156166012,0.98728360918008,4.928395529259579e-05
132,0.8,,,,1.6067925620639428e-07
132,1.0,,0.9999999216905621,,8.349973880776185e-12
134,0.0,0.010771500819032671,0.004814481897863199,0.0026823319919844235,0.8330034212140132
134,0.5,0.9354398600569765,0.8930396625702592,0.854512356632416,0.003431787006829244
134,0.65,0.9969074030192143,0.9930799269331158,0.9884950442289564,4.265481811173327e-05
134,0.8,0.9999622081097745,0.9998833261277399,,1.2712027527841452e-07
134,1.0,,0.9999999434988488,0.999999841810078,5.659517346257336e-12
136,0.0,0.010705115540157007,0.004787214302564738,0.0026680212808267564,0.8344993477432434
136,0.5,0.9389477501920563,0.8982517353249556,0.8610407683609629,0.0031769461775700528
136,0.65,0.9972432391776206,0.9937792583227266,0.9895970787316958,3.690668259976852e-05
136,0.8,0.9999689590788214,0.9999031313013177,,1.0053011352374785e-07
136,1.0,0.9999999916860569,,,3.833840953446453e-12
138,0.0,0.010639896392652887,0.004760386044688397,0.0026539262136472583,0.8359592305817869
138,0.5,0.9422817829775201,0.9032409881921514,0.8673215532402119,0.00294049518260139
138,0.65,0.9975437624455016,0.9944108731096241,0.9905988909718062,3.1924082982389055e-05
138,0.8,0.999974520695337,0.999919633552539,,7.947067914280568e-08
138,1.0,,0.9999999706759043,0.9999999163115297,2.5956946930447695e-12
140,0.0,0.010575809631216009,0.004733985591572245,0.002640041589675697,0.8373844717265637
140,0.5,0.9454493570997335,0.908014814448444,0.8733611392852219,0.002721155937444551
140,0.65,0.997812538340273,0.9949809695172103,0.9915089710602133,2.7606440678209818e-05
140,0.8,0.9999790992214302,0.9999333725481655,0.9998592319160928,6.279861180856129e-08
140,1.0,,0.999999978905685,0.9999999392261459,1.7564759154992362e-12
142,0.0,0.010512822866376557,0.004708001823661727,0.0026263623738092133,0.838776398355509
142,0.5,0.948457646998752,0.912580514173091,0.8791659941489991,0.0025177345909726074
142,0.65,0.9980527911626758,0.9954952219026744,0.9923351628509625,2.386618247520098e-05
142,0.8,0.9999828657906267,,0.9998825194626834,4.960533625543429e-08
142,1.0,0.999999997028232,,,1.1879658990519475e-12
144,0.0,0.010450904995058432,0.0046824240161306525,0.0026128836904748716,0.8401362678755215
144,0.5,0.9513136023699065,0.9169452826073888,0.8847426061734223,0.0023291164226176314
